task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
112	5c/40f3f2	327839	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K37MK)	CACHED	0	2025-06-12 11:13:16.806	4.5s	3s	507.9%	507 MB	28.5 GB	1.5 GB	1.4 GB
111	76/412d44	325494	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K37MK)	CACHED	0	2025-06-12 11:13:07.373	10.2s	9s	208.2%	1.2 GB	6.4 GB	249 MB	6.4 MB
113	bf/2c22dd	351706	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K37MK)	CACHED	0	2025-06-12 11:14:27.664	4.1s	3s	387.9%	500.7 MB	28.5 GB	1.4 GB	1.4 GB
114	6c/9d086f	313935	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K38MK)	CACHED	0	2025-06-12 11:12:39.052	966ms	17ms	104.9%	3 MB	3.9 MB	131.4 KB	910 B
115	e1/520553	329470	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K38MK)	CACHED	0	2025-06-12 11:13:21.311	9.7s	7s	212.8%	1.3 GB	6.3 GB	197.4 MB	6.4 MB
116	e5/4d2f82	329461	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K38MK)	CACHED	0	2025-06-12 11:13:21.294	4s	3s	484.2%	500.2 MB	28.5 GB	1.2 GB	1.1 GB
117	ac/54a924	352230	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K38MK)	CACHED	0	2025-06-12 11:14:29.038	4s	2s	364.8%	505.5 MB	28.5 GB	1.1 GB	1.1 GB
118	01/db3e73	315514	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K39MK)	CACHED	0	2025-06-12 11:12:43.027	999ms	19ms	88.9%	2.9 MB	3.9 MB	131.4 KB	909 B
119	3d/ab7094	332075	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K39MK)	CACHED	0	2025-06-12 11:13:31.051	4.3s	3s	485.4%	501.9 MB	28.5 GB	1.3 GB	1.2 GB
120	18/f14c77	331674	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K39MK)	CACHED	0	2025-06-12 11:13:29.609	9.8s	8s	216.0%	1.2 GB	6.5 GB	213.7 MB	6.4 MB
121	12/c788af	353326	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K39MK)	CACHED	0	2025-06-12 11:14:31.746	4s	2s	388.8%	515.5 MB	28.5 GB	1.2 GB	1.2 GB
122	66/8ad3f1	317061	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K3MK)	CACHED	0	2025-06-12 11:12:47.283	959ms	18ms	103.9%	2.9 MB	3.9 MB	131.4 KB	910 B
123	50/511dee	334227	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K3MK)	CACHED	0	2025-06-12 11:13:39.412	8.6s	6s	228.3%	1.1 GB	6.6 GB	188.1 MB	6.5 MB
124	f4/e74e93	333288	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K3MK)	CACHED	0	2025-06-12 11:13:35.319	4.2s	3s	482.6%	500.9 MB	28.5 GB	1 GB	1 GB
125	06/849c92	353811	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K3MK)	CACHED	0	2025-06-12 11:14:33.093	3.5s	2s	363.5%	506.4 MB	28.5 GB	997.1 MB	989 MB
126	a6/cfc68a	318832	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K40MK)	CACHED	0	2025-06-12 11:12:52.740	987ms	18ms	136.4%	2.8 MB	3.9 MB	131.4 KB	910 B
127	ba/6e90bf	336451	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K40MK)	CACHED	0	2025-06-12 11:13:48.011	4s	2s	498.2%	493.4 MB	28.5 GB	1.3 GB	1.3 GB
128	7e/0c78d7	335702	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K40MK)	CACHED	0	2025-06-12 11:13:43.986	10.7s	8s	213.7%	1.3 GB	6.6 GB	232.6 MB	6.4 MB
129	a4/dfe794	356081	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K40MK)	CACHED	0	2025-06-12 11:14:39.342	4.1s	3s	374.6%	508.9 MB	28.5 GB	1.3 GB	1.2 GB
130	0b/04f4e9	320701	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K41MK)	CACHED	0	2025-06-12 11:12:56.058	1s	18ms	129.6%	2.8 MB	3.9 MB	131.4 KB	910 B
131	86/161187	338689	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K41MK)	CACHED	0	2025-06-12 11:13:54.677	3.4s	2s	449.3%	501.2 MB	28.5 GB	978.7 MB	947.7 MB
132	c0/922e66	338041	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K41MK)	CACHED	0	2025-06-12 11:13:52.001	8.2s	6s	233.1%	1.2 GB	6.4 GB	169.4 MB	6.4 MB
133	72/5efacc	358545	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K41MK)	CACHED	0	2025-06-12 11:14:47.674	3.5s	3s	358.8%	515.4 MB	28.5 GB	916.6 MB	908.5 MB
134	ad/e8efa4	322327	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K42MK)	CACHED	0	2025-06-12 11:13:00.742	1s	17ms	105.1%	2.9 MB	3.9 MB	131.4 KB	910 B
136	6f/271b2d	340695	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K42MK)	CACHED	0	2025-06-12 11:14:00.219	3.9s	3s	476.3%	497.9 MB	28.5 GB	1.2 GB	1.2 GB
135	82/865317	341658	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K42MK)	CACHED	0	2025-06-12 11:14:01.542	10.2s	8s	206.6%	1.4 GB	6.6 GB	217.7 MB	6.4 MB
137	2d/0aa56e	360814	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K42MK)	CACHED	0	2025-06-12 11:14:56.233	3.8s	2s	368.0%	510.2 MB	28.5 GB	1.2 GB	1.1 GB
138	98/2b328c	323708	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K43MK)	CACHED	0	2025-06-12 11:13:03.589	991ms	16ms	139.7%	3 MB	3.9 MB	131.4 KB	910 B
139	19/d1a2c0	342913	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K43MK)	CACHED	0	2025-06-12 11:14:04.167	3.4s	2s	460.9%	499 MB	28.5 GB	903.5 MB	872.4 MB
140	d9/d83a11	344248	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K43MK)	CACHED	0	2025-06-12 11:14:07.541	8.2s	6s	204.9%	1.3 GB	6.5 GB	158 MB	6.4 MB
141	c7/5a5c5b	363490	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K43MK)	CACHED	0	2025-06-12 11:15:08.721	3.4s	1s	334.0%	506.8 MB	28.5 GB	844 MB	835.9 MB
142	b0/e2bf84	325501	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K44MK)	CACHED	0	2025-06-12 11:13:07.380	962ms	19ms	126.4%	2.9 MB	3.9 MB	131.4 KB	910 B
143	dc/7f391e	347530	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K44MK)	CACHED	0	2025-06-12 11:14:16.412	3.4s	2s	442.5%	496.4 MB	28.5 GB	917 MB	887.2 MB
144	2a/fb2f1d	347131	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K44MK)	CACHED	0	2025-06-12 11:14:15.714	8.2s	6s	222.3%	1.3 GB	6.7 GB	161.1 MB	6.4 MB
145	db/c75542	369736	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K44MK)	CACHED	0	2025-06-12 11:15:23.754	3.6s	2s	352.0%	508 MB	28.5 GB	859.7 MB	851.7 MB
146	de/f8b3b0	326777	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K46MK)	CACHED	0	2025-06-12 11:13:11.352	1.6s	19ms	100.0%	3.1 MB	3.9 MB	131.4 KB	910 B
148	fb/a4e138	348870	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K46MK)	CACHED	0	2025-06-12 11:14:19.864	9.2s	7s	216.7%	1.3 GB	6.7 GB	200.6 MB	6.4 MB
147	9c/3c71f9	350215	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K46MK)	CACHED	0	2025-06-12 11:14:23.946	3.7s	3s	467.2%	499.8 MB	28.5 GB	1.1 GB	1.1 GB
149	73/715612	373578	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K46MK)	CACHED	0	2025-06-12 11:15:40.190	3.9s	2s	377.2%	511.3 MB	28.5 GB	1.1 GB	1.1 GB
150	66/780472	336998	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K47MK)	CACHED	0	2025-06-12 11:13:50.019	927ms	18ms	100.9%	3 MB	3.9 MB	131.4 KB	910 B
151	7c/537809	355225	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K47MK)	CACHED	0	2025-06-12 11:14:36.634	8.5s	6s	212.6%	1.3 GB	6.7 GB	139.4 MB	6.3 MB
152	9c/962d21	354900	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K47MK)	CACHED	0	2025-06-12 11:14:35.751	3.6s	2s	410.1%	495.4 MB	28.5 GB	797.7 MB	772 MB
153	7f/961fbf	375977	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K47MK)	CACHED	0	2025-06-12 11:15:47.528	3.2s	2s	331.2%	504.1 MB	28.5 GB	752.5 MB	744.4 MB
154	41/a9f40a	338707	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K48MK)	CACHED	0	2025-06-12 11:13:54.685	927ms	16ms	110.8%	2.8 MB	3.9 MB	131.4 KB	910 B
155	a0/eb715c	357598	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K48MK)	CACHED	0	2025-06-12 11:14:45.144	9.4s	8s	222.2%	1.2 GB	6.7 GB	222.9 MB	6.5 MB
156	0d/f9a8a6	357064	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K48MK)	CACHED	0	2025-06-12 11:14:43.480	4.2s	3s	458.9%	502.6 MB	28.5 GB	1.2 GB	1.2 GB
157	7e/6e5cde	376934	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K48MK)	CACHED	0	2025-06-12 11:15:50.529	4.5s	2s	364.4%	513.4 MB	28.5 GB	1.2 GB	1.1 GB
158	c1/0c3aee	341285	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K49MK)	CACHED	0	2025-06-12 11:14:01.228	1.1s	18ms	133.7%	2.9 MB	3.9 MB	131.4 KB	910 B
159	e8/e0625b	359402	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K49MK)	CACHED	0	2025-06-12 11:14:51.197	5s	4s	486.0%	503.6 MB	28.5 GB	1.5 GB	1.5 GB
160	49/673eaf	360263	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K49MK)	CACHED	0	2025-06-12 11:14:54.570	11.7s	9s	203.3%	1.3 GB	6.5 GB	281.8 MB	6.5 MB
161	a8/eb1bd0	377047	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K49MK)	CACHED	0	2025-06-12 11:15:50.704	4.8s	3s	388.8%	517.6 MB	28.5 GB	1.5 GB	1.4 GB
162	4c/7aeadf	343368	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K4MK)	CACHED	0	2025-06-12 11:14:05.175	867ms	18ms	70.2%	2.8 MB	3.9 MB	131.4 KB	909 B
164	29/7628a8	362863	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K4MK)	CACHED	0	2025-06-12 11:15:06.241	3.9s	2s	452.9%	497 MB	28.5 GB	971.5 MB	938.9 MB
163	3e/f0607d	361907	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K4MK)	CACHED	0	2025-06-12 11:15:00.051	8.7s	6s	237.5%	1.2 GB	6.5 GB	175.9 MB	6.4 MB
165	38/2af0e8	378978	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K4MK)	CACHED	0	2025-06-12 11:15:55.038	3.5s	2s	353.3%	508.7 MB	28.5 GB	905.7 MB	897.6 MB
166	71/296320	344914	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K50MK)	CACHED	0	2025-06-12 11:14:10.550	930ms	17ms	71.8%	2.9 MB	3.9 MB	131.4 KB	909 B
168	fd/05c6d4	364224	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K50MK)	CACHED	0	2025-06-12 11:15:10.157	4.5s	3s	489.0%	504.3 MB	28.5 GB	1.6 GB	1.6 GB
167	5f/b4f994	364941	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K50MK)	CACHED	0	2025-06-12 11:15:12.152	11.6s	9s	218.8%	1.2 GB	6.6 GB	292.3 MB	6.4 MB
169	f2/1d80dd	380387	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K50MK)	CACHED	0	2025-06-12 11:15:58.733	4.7s	3s	415.2%	516.2 MB	28.5 GB	1.5 GB	1.5 GB
170	ab/abca36	346373	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K51MK)	CACHED	0	2025-06-12 11:14:14.753	975ms	19ms	133.5%	3 MB	3.9 MB	131.4 KB	910 B
171	1c/1d7e03	366809	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K51MK)	CACHED	0	2025-06-12 11:15:14.700	4s	2s	443.0%	498.4 MB	28.5 GB	1 GB	1017.8 MB
172	95/bca946	368888	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K51MK)	CACHED	0	2025-06-12 11:15:18.689	9.6s	8s	212.3%	1.3 GB	6.6 GB	189.7 MB	6.5 MB
173	91/b99ce6	381822	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K51MK)	CACHED	0	2025-06-12 11:16:03.419	3.8s	3s	359.9%	509.2 MB	28.5 GB	990.3 MB	982.3 MB
174	d8/aa9f3a	348419	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K52MK)	CACHED	0	2025-06-12 11:14:19.421	967ms	16ms	74.3%	3 MB	3.9 MB	131.4 KB	909 B
175	a7/3fee0f	370986	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K52MK)	CACHED	0	2025-06-12 11:15:28.330	10.5s	8s	207.3%	1.3 GB	6.7 GB	230 MB	6.4 MB
176	49/f87331	370645	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K52MK)	CACHED	0	2025-06-12 11:15:27.358	4.2s	3s	464.7%	498.4 MB	28.5 GB	1.2 GB	1.2 GB
177	72/7778ae	382773	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K52MK)	CACHED	0	2025-06-12 11:16:06.243	4.1s	3s	370.5%	510.6 MB	28.5 GB	1.2 GB	1.2 GB
178	8e/8df991	349788	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K53MK)	CACHED	0	2025-06-12 11:14:23.405	915ms	19ms	129.5%	3 MB	3.9 MB	131.4 KB	910 B
179	c4/ca9474	372088	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K53MK)	CACHED	0	2025-06-12 11:15:31.602	8.6s	6s	237.3%	1023 MB	6.5 GB	194 MB	6.5 MB
180	4d/ba8554	373164	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K53MK)	CACHED	0	2025-06-12 11:15:38.796	4.2s	2s	446.9%	498.6 MB	28.5 GB	1.1 GB	1 GB
181	01/8c5fb9	383098	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K53MK)	CACHED	0	2025-06-12 11:16:07.232	3.6s	2s	364.5%	511 MB	28.5 GB	1014.4 MB	1006.3 MB
182	43/f0dedf	351095	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K54MK)	CACHED	0	2025-06-12 11:14:26.329	1.4s	18ms	130.8%	3 MB	3.9 MB	131.4 KB	910 B
183	45/57abe2	375078	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K54MK)	CACHED	0	2025-06-12 11:15:44.079	3.4s	2s	411.6%	496.1 MB	28.5 GB	795.5 MB	768.6 MB
184	8e/daf9e5	374681	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K54MK)	CACHED	0	2025-06-12 11:15:42.992	7.5s	6s	236.0%	1.1 GB	6.5 GB	146.7 MB	6.6 MB
185	81/d413e1	384217	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K54MK)	CACHED	0	2025-06-12 11:16:10.345	3.2s	2s	326.3%	504.2 MB	28.5 GB	749.7 MB	741.6 MB
186	1d/d41289	364943	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K55MK)	CACHED	0	2025-06-12 11:15:12.158	1.2s	16ms	118.7%	2.8 MB	3.9 MB	131.4 KB	910 B
188	de/b9e48d	379299	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K55MK)	CACHED	0	2025-06-12 11:15:55.511	3.2s	2s	350.6%	503.9 MB	28.5 GB	536.1 MB	515.9 MB
187	49/a787c2	380345	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K55MK)	CACHED	0	2025-06-12 11:15:58.581	7.7s	5s	214.2%	904.2 MB	6.6 GB	105 MB	6.5 MB
189	53/0f335b	385893	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K55MK)	CACHED	0	2025-06-12 11:16:14.226	2.9s	1s	289.4%	93.7 MB	3.6 GB	505.7 MB	497.7 MB
190	82/aee92c	376937	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K56MK)	CACHED	0	2025-06-12 11:15:50.535	1.7s	17ms	73.5%	2.9 MB	3.9 MB	131.5 KB	909 B
192	07/a67e61	385575	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K56MK)	CACHED	0	2025-06-12 11:16:13.523	7.3s	5s	235.5%	840.7 MB	6.5 GB	138.4 MB	6.5 MB
191	2f/05fc48	384542	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K56MK)	CACHED	0	2025-06-12 11:16:10.867	3.4s	2s	405.2%	500.4 MB	28.5 GB	737.2 MB	711.7 MB
193	34/c7736b	386767	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K56MK)	CACHED	0	2025-06-12 11:16:17.111	3s	1s	322.8%	509.3 MB	28.5 GB	693.4 MB	685.3 MB
194	43/bc96f3	388688	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K57MK)	CACHED	0	2025-06-12 11:16:48.569	1.4s	18ms	99.0%	2.8 MB	3.9 MB	131.5 KB	909 B
196	38/a17148	389152	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K57MK)	CACHED	0	2025-06-12 11:16:50.019	3.3s	2s	380.9%	497 MB	28.5 GB	644 MB	621.1 MB
195	ac/b7f7d1	389154	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K57MK)	CACHED	0	2025-06-12 11:16:50.024	7.9s	5s	205.1%	1.1 GB	6.6 GB	118 MB	6.6 MB
197	03/978cc6	390339	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K57MK)	CACHED	0	2025-06-12 11:16:53.331	3.4s	2s	299.7%	392.4 MB	21.4 GB	608.3 MB	600.2 MB
198	a6/dae306	391369	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K58MK)	CACHED	0	2025-06-12 11:17:56.285	929ms	16ms	103.6%	3 MB	3.9 MB	131.5 KB	910 B
199	ca/920690	391836	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K58MK)	CACHED	0	2025-06-12 11:17:57.239	3s	2s	399.6%	500.7 MB	28.5 GB	690.9 MB	666.6 MB
200	ce/604fb3	391834	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K58MK)	CACHED	0	2025-06-12 11:17:57.234	7.3s	6s	220.7%	1.1 GB	6.5 GB	127.6 MB	6.6 MB
201	85/918b14	393044	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K58MK)	CACHED	0	2025-06-12 11:18:00.275	3.1s	2s	319.0%	511.2 MB	28.5 GB	650.9 MB	642.9 MB
202	b0/1d23bf	393053	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K59MK)	CACHED	0	2025-06-12 11:18:00.291	1.3s	16ms	113.8%	3 MB	3.9 MB	131.5 KB	910 B
204	33/5f7f94	394338	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K59MK)	CACHED	0	2025-06-12 11:18:03.404	4s	3s	425.6%	498.5 MB	28.5 GB	1.1 GB	1 GB
203	c7/488419	394815	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K59MK)	CACHED	0	2025-06-12 11:18:04.507	9.9s	8s	209.9%	1.3 GB	6.7 GB	196.6 MB	6.4 MB
205	5c/6972c1	395711	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K59MK)	CACHED	0	2025-06-12 11:18:07.422	4s	2s	350.5%	512.9 MB	28.5 GB	1 GB	1023.3 MB
206	ac/994da0	396774	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K5MK)	CACHED	0	2025-06-12 11:18:37.152	854ms	19ms	127.2%	2.9 MB	3.9 MB	131.4 KB	910 B
207	79/3ab92b	397188	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K5MK)	CACHED	0	2025-06-12 11:18:38.029	7.2s	5s	226.1%	1 GB	6.3 GB	137.7 MB	6.4 MB
208	55/4dddb6	397186	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K5MK)	CACHED	0	2025-06-12 11:18:38.024	3.1s	1s	436.7%	492.8 MB	28.5 GB	750.9 MB	721.3 MB
209	09/45041b	398395	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K5MK)	CACHED	0	2025-06-12 11:18:41.136	2.8s	1s	327.1%	513.9 MB	28.5 GB	689.3 MB	681.2 MB
210	2a/286586	398700	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K60MK)	CACHED	0	2025-06-12 11:18:41.465	917ms	17ms	104.3%	2.8 MB	3.9 MB	131.5 KB	910 B
212	4d/49fade	399703	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K60MK)	CACHED	0	2025-06-12 11:18:43.973	9.2s	7s	217.4%	1.3 GB	6.6 GB	210.1 MB	6.4 MB
211	40/0224ae	400180	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K60MK)	CACHED	0	2025-06-12 11:18:45.283	3.6s	2s	456.9%	503.4 MB	28.5 GB	1.1 GB	1.1 GB
213	ce/d9c696	404511	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K60MK)	CACHED	0	2025-06-12 11:18:57.108	3.4s	2s	362.5%	509.3 MB	28.5 GB	1.1 GB	1.1 GB
214	f6/eecf48	400739	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K66MK)	CACHED	0	2025-06-12 11:18:46.347	952ms	17ms	104.6%	3 MB	3.9 MB	131.4 KB	910 B
215	af/b07f3b	401732	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K66MK)	CACHED	0	2025-06-12 11:18:48.931	10.1s	8s	213.0%	1.3 GB	6.6 GB	237.8 MB	6.5 MB
216	48/8a3a20	402941	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K66MK)	CACHED	0	2025-06-12 11:18:53.131	4s	2s	452.8%	495.6 MB	28.5 GB	1.3 GB	1.3 GB
217	57/beddf0	408725	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K66MK)	CACHED	0	2025-06-12 11:19:08.228	3.7s	2s	367.5%	505.3 MB	28.5 GB	1.2 GB	1.2 GB
218	e8/44d466	402384	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K67MK)	CACHED	0	2025-06-12 11:18:51.938	953ms	16ms	107.0%	2.9 MB	3.9 MB	131.4 KB	910 B
219	44/474975	405623	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K67MK)	CACHED	0	2025-06-12 11:19:00.507	3.9s	3s	476.9%	503.5 MB	28.5 GB	1.3 GB	1.2 GB
220	2f/5f8eec	405045	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K67MK)	CACHED	0	2025-06-12 11:18:59.042	9.2s	7s	212.9%	1.2 GB	6.5 GB	229.5 MB	6.5 MB
